0.100000, 0.000521, -1.273792, 0.120549, -0.000024, 1.153314, -2.498430, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.100000, 0.000521, -1.272900, 0.120465, -0.000024, 1.152506, -2.496680, -0.000007, 0.017844, -0.001689, 0.000000, -0.016157, 0.035000
0.100000, 0.000520, -1.270223, 0.120211, -0.000024, 1.150083, -2.491430, -0.000015, 0.035689, -0.003377, 0.000001, -0.032313, 0.070000
0.100000, 0.000518, -1.265762, 0.119789, -0.000024, 1.146044, -2.482680, -0.000022, 0.053533, -0.005066, 0.000001, -0.048470, 0.105000
0.100000, 0.000515, -1.259517, 0.119198, -0.000024, 1.140389, -2.470430, -0.000029, 0.071377, -0.006755, 0.000001, -0.064626, 0.140000
0.100000, 0.000512, -1.251487, 0.118438, -0.000024, 1.133118, -2.454680, -0.000036, 0.089221, -0.008444, 0.000002, -0.080783, 0.175000
0.100000, 0.000508, -1.241672, 0.117509, -0.000023, 1.124232, -2.435430, -0.000044, 0.107066, -0.010132, 0.000002, -0.096939, 0.210000
0.100000, 0.000503, -1.230073, 0.116412, -0.000023, 1.113730, -2.412680, -0.000051, 0.124910, -0.011821, 0.000002, -0.113096, 0.245000
0.100000, 0.000498, -1.217043, 0.115178, -0.000023, 1.101932, -2.387121, -0.000054, 0.131538, -0.012448, 0.000002, -0.119097, 0.258000
0.100000, 0.000492, -1.203889, 0.113934, -0.000023, 1.090023, -2.361321, -0.000054, 0.131538, -0.012448, 0.000002, -0.119097, 0.258000
0.100000, 0.000487, -1.190735, 0.112689, -0.000022, 1.078113, -2.335521, -0.000054, 0.131538, -0.012448, 0.000002, -0.119097, 0.258000
0.100000, 0.000482, -1.177581, 0.111444, -0.000022, 1.066203, -2.309721, -0.000054, 0.131538, -0.012448, 0.000002, -0.119097, 0.258000
0.100000, 0.000476, -1.164428, 0.110199, -0.000022, 1.054294, -2.283921, -0.000054, 0.131538, -0.012448, 0.000002, -0.119097, 0.258000
0.100000, 0.000471, -1.151274, 0.108954, -0.000022, 1.042384, -2.258121, -0.000054, 0.131538, -0.012448, 0.000002, -0.119097, 0.258000
0.100000, 0.000466, -1.138120, 0.107709, -0.000021, 1.030474, -2.232321, -0.000054, 0.131538, -0.012448, 0.000002, -0.119097, 0.258000
0.100000, 0.000460, -1.124966, 0.106464, -0.000021, 1.018564, -2.206521, -0.000054, 0.131538, -0.012448, 0.000002, -0.119097, 0.258000
0.100000, 0.000455, -1.111812, 0.105220, -0.000021, 1.006655, -2.180721, -0.000054, 0.131538, -0.012448, 0.000002, -0.119097, 0.258000
0.100000, 0.000449, -1.098659, 0.103975, -0.000021, 0.994745, -2.154921, -0.000054, 0.131538, -0.012448, 0.000002, -0.119097, 0.258000
0.100000, 0.000444, -1.085505, 0.102730, -0.000020, 0.982835, -2.129121, -0.000054, 0.131538, -0.012448, 0.000002, -0.119097, 0.258000
0.100000, 0.000439, -1.072351, 0.101485, -0.000020, 0.970926, -2.103321, -0.000054, 0.131538, -0.012448, 0.000002, -0.119097, 0.258000
0.100000, 0.000433, -1.059197, 0.100240, -0.000020, 0.959016, -2.077521, -0.000054, 0.131538, -0.012448, 0.000002, -0.119097, 0.258000
0.100000, 0.000428, -1.046043, 0.098995, -0.000020, 0.947106, -2.051721, -0.000054, 0.131538, -0.012448, 0.000002, -0.119097, 0.258000
0.100000, 0.000422, -1.032890, 0.097751, -0.000019, 0.935197, -2.025921, -0.000054, 0.131538, -0.012448, 0.000002, -0.119097, 0.258000
0.100000, 0.000417, -1.019736, 0.096506, -0.000019, 0.923287, -2.000121, -0.000054, 0.131538, -0.012448, 0.000002, -0.119097, 0.258000
0.100000, 0.000412, -1.006582, 0.095261, -0.000019, 0.911377, -1.974321, -0.000054, 0.131538, -0.012448, 0.000002, -0.119097, 0.258000
0.100000, 0.000406, -0.993428, 0.094016, -0.000019, 0.899468, -1.948521, -0.000054, 0.131538, -0.012448, 0.000002, -0.119097, 0.258000
0.100000, 0.000401, -0.980274, 0.092771, -0.000018, 0.887558, -1.922721, -0.000054, 0.131538, -0.012448, 0.000002, -0.119097, 0.258000
0.100000, 0.000396, -0.967121, 0.091526, -0.000018, 0.875648, -1.896921, -0.000054, 0.131538, -0.012448, 0.000002, -0.119097, 0.258000
0.100000, 0.000390, -0.953967, 0.090281, -0.000018, 0.863739, -1.871121, -0.000054, 0.131538, -0.012448, 0.000002, -0.119097, 0.258000
0.100000, 0.000385, -0.940813, 0.089037, -0.000018, 0.851829, -1.845321, -0.000054, 0.131538, -0.012448, 0.000002, -0.119097, 0.258000
0.100000, 0.000379, -0.927659, 0.087792, -0.000017, 0.839919, -1.819521, -0.000054, 0.131538, -0.012448, 0.000002, -0.119097, 0.258000
